Title,Type / Creator / Imprint,Barcode,Inventory Number,Receiving Number,Library,Library Unit,Temporary Library,Creation Date,Modification Date,Process type,To Library,Expected Arrival Time,At Library,At,On Hold Expiration Date,Due Date,Needed By,Until,Permanent Location,Temporary Location,Call Number,Call Number Type,Accession Number,Temporary Call Number,Temporary Call Number Type,Item call number,Item call number type,Status,RFID Security Status,Due back,Item Policy,Temporary Item Policy,Material Type,Copy ID,Description,Orders,Requests,Peer Reviewed,Item ID,Holdings ID,MMS ID
"Poets and Puritans, by T. R. Glover.","Book By Glover, T. R. (London, Methuen [1915])",33086000957191,,,F.W. Olin Library,,,08/08/2022 14:47:40 ,08/08/2022 14:47:40 ,,,,,,,,,,Non-Fiction,,820.4 G566p3,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402513560001401,22402513630001401,9952167095201401
"The last duel in Spain, & other plays by John Howard Payne, edited by Codman Hislop and W.R. Richardson.","Book By Payne, John Howard, (Princeton, N.J., Princeton University Press, 1940.)",33086000956748,,,F.W. Olin Library,,,08/08/2022 14:47:36 ,08/08/2022 14:47:36 ,,,,,,,,,,Non-Fiction,,812 P346L,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402515670001401,22402515680001401,9952167110101401
"Seven years' harvest; notes on contemporary literature, by Henry Seidel Canby.","Book By Canby, Henry Seidel, (New York, Farrar & Rinehart, Incorporated [1936])",33086000957100,,,F.W. Olin Library,,,08/08/2022 14:47:35 ,08/08/2022 14:47:35 ,,,,,,,,,,Non-Fiction,,820.4 C214s,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402515930001401,22402516000001401,9952167133501401
Literature and life; studies by W. D. Howells...,"Book By Howells, William Dean, (New York, London, Harper & brothers, 1902.)",33086000954446,,,F.W. Olin Library,,,08/08/2022 14:48:01 ,08/08/2022 14:48:01 ,,,,,,,,,,Non-Fiction,,814 H859L,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402517130001401,22402517200001401,9952167107401401
The bagatelles from Passy. Text and facsimile.,"Book By Franklin, Benjamin, (New York, Eakins Press [1967])",33086000960815,,,F.W. Olin Library,,,08/08/2022 14:48:00 ,08/08/2022 14:48:00 ,,,,,,,,,,Non-Fiction,,818 F831b,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402517230001401,22402517250001401,9952166967201401
The dramatic works of Bayard Taylor. With notes by Marie Hansen-Taylor.,"Book By Taylor, Bayard, (Boston, Houghton, Mifflin, 1880.)",33086000956516,,,F.W. Olin Library,,,08/08/2022 14:48:00 ,08/08/2022 14:48:00 ,,,,,,,,,,Non-Fiction,,812 T238At,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402517410001401,22402517490001401,9952166998001401
Cambridge and Charles Lamb / edited by George Wherry.,"Book By Wherry, George Edward, (Cambridge [Eng.] The University Press, 1925.)",33086000957910,,,F.W. Olin Library,,,08/08/2022 14:48:00 ,08/08/2022 14:48:00 ,,,,,,,,,,Non-Fiction,,820.4 W567c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402517480001401,22402517550001401,9952166987001401
"In the dozy hours, and other papers, by Agnes Repplier.","Book By Repplier, Agnes, (Boston New York, Houghton, Mifflin and Company, 1894.)",33086000955633,,,F.W. Olin Library,,,08/08/2022 14:47:59 ,08/08/2022 14:47:59 ,,,,,,,,,,Non-Fiction,,814 R425i,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402517760001401,22402517820001401,9952167114001401
Ideas in the drama; selected papers from the English Institute. Edited with a foreword by John Gassner.,"Book By English Institute. (New York, Columbia University Press, 1964.)",33086000308429,,,F.W. Olin Library,,,08/08/2022 14:47:58 ,08/08/2022 14:47:58 ,,,,,,,,,,Non-Fiction,,809.2 E58i,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402517970001401,22402518040001401,9952167102801401
"Eight decades; essays and episodes, by Agnes Repplier.","Book By Repplier, Agnes, (Boston, Houghton Mifflin, 1937.)",33086000955625,,,F.W. Olin Library,,,08/08/2022 14:47:57 ,08/08/2022 14:47:57 ,,,,,,,,,,Non-Fiction,,814 R425e,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402518300001401,22402518350001401,9952167114401401
The Catholic tradition in English literature / Edited by George Carver.,"Book By Carver, George, (Garden City, N.Y. : Doubleday, Page 1926.)",33086000958074,,,F.W. Olin Library,,,08/08/2022 14:47:55 ,08/08/2022 14:47:55 ,,,,,,,,,,Non-Fiction,,820.8 C331c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402518760001401,22402518810001401,9952166977101401
"Adventures with authors, by the late S. C. Roberts.","Book By Roberts, S. C. (Cambridge, Cambridge U P, 1966.)",33086000957795,,,F.W. Olin Library,,,08/08/2022 14:47:54 ,08/08/2022 14:47:54 ,,,,,,,,,,Non-Fiction,,820.4 R647a,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402519550001401,22402519620001401,9952166990601401
"My brother Evelyn, and other portraits.","Book By Waugh, Alec, (New York, Farrar, Straus, and Giroux [1968, c1967])",33086000957902,,,F.W. Olin Library,,,08/08/2022 14:47:51 ,08/08/2022 14:47:51 ,,,,,,,,,,Non-Fiction,,820.4 W354w,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402520770001401,22402520800001401,9952166987401401
"Counter-currents, by Agnes Repplier, LITT. D.","Book By Repplier, Agnes, (Boston New York Houghton Mifflin Company, 1916)",33086000955609,,,F.W. Olin Library,,,08/08/2022 14:47:50 ,08/08/2022 14:47:50 ,,,,,,,,,,Non-Fiction,,814 R425co,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402521000001401,22402521030001401,9952167115301401
"Scrutinies by various writers, collected by Edgell Rickword.","Book By Rickword, Edgell, (London, Wishart & Company, 1928.)",33086000957779,,,F.W. Olin Library,,,08/08/2022 14:47:49 ,08/08/2022 14:47:49 ,,,,,,,,,,Non-Fiction,,820.4 R5398s 1928,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402521400001401,22402521490001401,9952166991101401
"For authors only, and other gloomy essays, by Kenneth Roberts.","Book By Roberts, Kenneth Lewis, (Garden City, N.Y., Doubleday, Doran & Company, inc, 1935.)",33086000955690,,,F.W. Olin Library,,,08/08/2022 14:47:46 ,08/08/2022 14:47:46 ,,,,,,,,,,Non-Fiction,,814 R645f,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402522640001401,22402522700001401,9952167020501401
"Compromises, by Agnes Repplier.","Book By Repplier, Agnes, (Boston, New York, Houghton, Mifflin and company, 1904.)",33086000955583,,,F.W. Olin Library,,,08/08/2022 14:47:46 ,08/08/2022 14:47:46 ,,,,,,,,,,Non-Fiction,,814 R425c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402522660001401,22402522740001401,9952167115901401
"""The nigger"", an American play in three acts, by Edward Sheldon.","Book By Sheldon, Edward, (New York, The Macmillan company, 1910.)",33086000956375,,,F.W. Olin Library,,,08/08/2022 14:47:45 ,08/08/2022 14:47:45 ,,,,,,,,,,Non-Fiction,,812 S544n,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402522810001401,22402522870001401,9952167124301401
If you don't mind my saying so ... Essays on man and nature. Foreword by John M. Hutchens.,"Book By Krutch, Joseph Wood, (New York, W Sloane Associates, 1964.)",33086000954552,,,F.W. Olin Library,,,08/08/2022 14:47:43 ,08/08/2022 14:47:43 ,,,,,,,,,,Non-Fiction,,814 K94i,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402523260001401,22402523290001401,9952167104401401
"The sentinels & other plays, by Richard Penn Smith; edited by Ralph H. Ware and H. W. Schoenberger.","Book By Smith, Richard Penn, (Princeton, N. J., Princeton university press, 1941.)",33086000956441,,,F.W. Olin Library,,,08/08/2022 14:47:41 ,08/08/2022 14:47:41 ,,,,,,,,,,Non-Fiction,,812 S657s,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402523860001401,22402523940001401,9952167000801401
"Points of view, by Agnes Repplier.","Book By Repplier, Agnes, (Boston, New York, Houghton, Mifflin and Company, 1891.)",33086000955682,,,F.W. Olin Library,,,08/08/2022 14:47:40 ,08/08/2022 14:47:40 ,,,,,,,,,,Non-Fiction,,814 R425pv,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402525100001401,22402525400001401,9952167020701401
"The Oxford book of American essays, chosen by Brander Matthews.","Book By Matthews, Brander, (New York, Oxford University Press, 1914.)",33086000958306,,,F.W. Olin Library,,,08/08/2022 14:48:13 ,08/08/2022 14:48:13 ,,,,,,,,,,Non-Fiction,,814.08 O98,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402526180001401,22402526210001401,9952167062101401
"The miscellaneous writings of John Fiske, with many portraits of illustrious philosophers, scientists, and other men of note ...","Book By Fiske, John, (Boston, New York, Houghton, Mifflin and Company, 1902])",33086001511526,,,F.W. Olin Library,,,08/08/2022 14:48:13 ,08/08/2022 14:48:13 ,,,,,,,,,,Non-Fiction,,818 F541A,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 5,0,0,,23402526260001401,22402526360001401,9952167079401401
"Florence Nightingale; a drama, by Edith Gittings Reid.","Book By Reid, Edith Gittings, (New York, The Macmillan Company, 1922.)",33086000956177,,,F.W. Olin Library,,,08/08/2022 14:48:12 ,08/08/2022 14:48:12 ,,,,,,,,,,Non-Fiction,,812 R354f,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402526480001401,22402526500001401,9952167090401401
Essays in application / by Henry Van Dyke.,"Book By Van Dyke, Henry, (New York Scribner's, 1905, t.p. 1906.)",33086000956169,,,F.W. Olin Library,,,08/08/2022 14:48:11 ,08/08/2022 14:48:11 ,,,,,,,,,,Non-Fiction,,814 V248e,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402526810001401,22402526890001401,9952167090501401
"Horse sense in American humor, from Benjamin Franklin to Ogden Nash, by Walter Blair.","Book By Blair, Walter, (Chicago, Ill., University of Chicago press [1942])",33086000959965,,,F.W. Olin Library,,,08/08/2022 14:48:11 ,08/08/2022 14:48:11 ,,,,,,,,,,Non-Fiction,,817.09 B635h,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402526830001401,22402526930001401,9952167085101401
The education of H*y*m*a*n* K*a*p*l*a*n / by Leonard Q. Ross.,"Book By Rosten, Leo Calvin, (New York : Harcourt, Brace & World, c1937.)",33086000959650,,,F.W. Olin Library,,,08/08/2022 14:48:11 ,08/08/2022 14:48:11 ,,,,,,,,,,Non-Fiction,,817 R839e,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,c.3,0,0,,23402527070001401,22402527200001401,9952166975201401
"Heavenly discourse, by Charles Erskine Scott Wood, with drawings by Art Young, frontispiece by Hugo Gellert.","Book By Wood, Charles Erskine Scott, (New York, Vanguard Press, The New Masses [c1927])",33086000959940,,,F.W. Olin Library,,,08/08/2022 14:48:10 ,08/08/2022 14:48:10 ,,,,,,,,,,Non-Fiction,,817 W874h,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402527800001401,22402527980001401,9952167085501401
"Dante and collected verse, by George Lansing Raymond.","Book By Raymond, George Lansing, (New York, London, G P Putnam's sons, 1909.)",33086000956151,,,F.W. Olin Library,,,08/08/2022 14:48:09 ,08/08/2022 14:48:09 ,,,,,,,,,,Non-Fiction,,812 R269d,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402528090001401,22402528230001401,9952167090801401
"Days off, and other digressions, by Henry Van Dyke ...","Book By Van Dyke, Henry, (New York, C Scribner's Sons, 1907.)",33086000956144,,,F.W. Olin Library,,,08/08/2022 14:48:06 ,08/08/2022 14:48:06 ,,,,,,,,,,Non-Fiction,,814 V248d,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402529580001401,22402529750001401,9952167091101401
"The Aztec god, and other dramas, by George Lansing Raymond.","Book By Raymond, George Lansing, (New York, London, GP Putnam's sons, 1908.)",33086000956136,,,F.W. Olin Library,,,08/08/2022 14:48:04 ,08/08/2022 14:48:04 ,,,,,,,,,,Non-Fiction,,812 R269a,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402530800001401,22402530870001401,9952167091401401
"Modern English books of power, by George Hamlin Fitch ...","Book By Fitch, George Hamlin, (San Francisco, P Elder and Company [c1912])",33086000957159,,,F.W. Olin Library,,,08/08/2022 14:48:02 ,08/08/2022 14:48:02 ,,,,,,,,,,Non-Fiction,,820.4 F544m,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402531420001401,22402531520001401,9952167096501401
"Representative selections, with introduction, bibliography, and notes, by Tremaine McDowell.","Book By Bryant, William Cullen, (New York, American Book Co [1935])",33086000960260,,,F.W. Olin Library,,,08/08/2022 14:48:02 ,08/08/2022 14:48:02 ,,,,,,,,,,Non-Fiction,,818 B915Am,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402531550001401,22402531570001401,9952167077301401
"Camp-fires and guide-posts; a book of essays and excursions, by Henry Van Dyke ...","Book By Van Dyke, Henry, (New York, C Scribner's sons, 1921.)",33086000956110,,,F.W. Olin Library,,,08/08/2022 14:48:01 ,08/08/2022 14:48:01 ,,,,,,,,,,Non-Fiction,,814 V248c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402531620001401,22402531710001401,9952167091701401
A late harvest : miscellaneous papers written between eighty and ninety / by Charles W. Eliot.,"Book By Eliot, Charles William, (Boston : Atlantic Monthly Press, c1924.)",33086000960575,,,F.W. Olin Library,,,08/08/2022 14:48:00 ,08/08/2022 14:48:00 ,,,,,,,,,,Non-Fiction,,818 E415L,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402532210001401,22402532260001401,9952167081501401
"The delight of great books, by John Erskine.","Book By Erskine, John, (Indianapolis, The Bobbs-Merrill Company [c1928])",33086000957142,,,F.W. Olin Library,,,08/08/2022 14:47:59 ,08/08/2022 14:47:59 ,,,,,,,,,,Non-Fiction,,820.4 E73d,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402532800001401,22402532940001401,9952167096901401
"Collected writings and addresses of William Chapin Deming, ed. by Agnes Wright Spring.","Book By Deming, William C. (Glendale, Calif., Priv print by the A H Clark Co, 1946-47.)",33086001511948,,,F.W. Olin Library,,,08/08/2022 14:47:56 ,08/08/2022 14:47:56 ,,,,,,,,,,Non-Fiction,,818 D381As,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 3,0,0,,23402535790001401,22402536030001401,9952167082601401
"Collected writings and addresses of William Chapin Deming, ed. by Agnes Wright Spring.","Book By Deming, William C. (Glendale, Calif., Priv print by the A H Clark Co, 1946-47.)",33086001511930,,,F.W. Olin Library,,,08/08/2022 14:47:56 ,08/08/2022 14:47:56 ,,,,,,,,,,Non-Fiction,,818 D381As,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 4,0,0,,23402535860001401,22402536030001401,9952167082601401
"Collected writings and addresses of William Chapin Deming, ed. by Agnes Wright Spring.","Book By Deming, William C. (Glendale, Calif., Priv print by the A H Clark Co, 1946-47.)",33086000960534,,,F.W. Olin Library,,,08/08/2022 14:47:55 ,08/08/2022 14:47:55 ,,,,,,,,,,Non-Fiction,,818 D381As,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 1,0,0,,23402535950001401,22402536030001401,9952167082601401
"Collected writings and addresses of William Chapin Deming, ed. by Agnes Wright Spring.","Book By Deming, William C. (Glendale, Calif., Priv print by the A H Clark Co, 1946-47.)",33086001511955,,,F.W. Olin Library,,,08/08/2022 14:47:55 ,08/08/2022 14:47:55 ,,,,,,,,,,Non-Fiction,,818 D381As,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 2,0,0,,23402536010001401,22402536030001401,9952167082601401
"Readings in English prose of the nineteenth century, ed. by Raymond Macdonald Alden ...","Book By Alden, Raymond Macdonald, (Boston, New York [etc.] Houghton Mifflin Company [c1917])",33086000958017,,,F.W. Olin Library,,,08/08/2022 14:48:22 ,08/08/2022 14:48:22 ,,,,,,,,,,Non-Fiction,,820.8 A358re,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402537250001401,22402537430001401,9952166978801401
"The Borzoi reader, edited with an introduction and notes by Carl Van Doren.","Book By Van Doren, Carl, (New York, A A Knopf, 1936.)",33086000964114,,,F.W. Olin Library,,,08/08/2022 14:48:22 ,08/08/2022 14:48:22 ,,,,,,,,,,Non-Fiction,,820.8 V246b,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402537620001401,22402537710001401,9952167238301401
"The Georgian scene; a literary panorama, by Frank Swinnerton.","Book By Swinnerton, Frank, (New York, Farrar & Rinehart [c1934])",33086000957852,,,F.W. Olin Library,,,08/08/2022 14:48:22 ,08/08/2022 14:48:22 ,,,,,,,,,,Non-Fiction,,820.4 S978g,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402537660001401,22402537810001401,9952166988701401
This simian world. With illustrations by the author.,"Book By Day, Clarence, (New York, AA Knopf, 1920.)",33086000959072,,,F.W. Olin Library,,,08/08/2022 14:48:22 ,08/08/2022 14:48:22 ,,,,,,,,,,Non-Fiction,,817 D273t,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,c. 1,0,0,,23402537830001401,22402538030001401,9952167076101401
This simian world. With illustrations by the author.,"Book By Day, Clarence, (New York, AA Knopf, 1920.)",33086001511401,,,F.W. Olin Library,,,08/08/2022 14:48:21 ,08/08/2022 14:48:21 ,,,,,,,,,,Non-Fiction,,817 D273t,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,2,[copy 2],0,0,,23402537970001401,22402538030001401,9952167076101401
The world of Bemelmans; an omnibus.,"Book By Bemelmans, Ludwig, (New York, Viking Press, 1955.)",33086000960138,,,F.W. Olin Library,,,08/08/2022 14:48:21 ,08/08/2022 14:48:21 ,,,,,,,,,,Non-Fiction,,818 B455w,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402538000001401,22402538040001401,9952166954701401
"Atlantic harvest; memoirs of the Atlantic, wherein are to be found stories, anecdotes, and opinions, controversial and otherwise; together with a variety of matter, relevant and irrelevant, accompanied by certain obdurate convictions. Comp. by Ellery Sedgwick.","Book By Sedgwick, Ellery, (Boston, Little, Brown, 1947.)",33086000960120,,,F.W. Olin Library,,,08/08/2022 14:48:19 ,08/08/2022 14:48:19 ,,,,,,,,,,Non-Fiction,,818 A881a,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23402538650001401,22402538680001401,9952166955001401
"Readings in English prose of the eighteenth century, ed. by Raymond Macdonald Alden ...","Book By Alden, Raymond Macdonald, (Boston, New York [etc.] Houghton Mifflin Company [c1911])",33086000958009,,,F.W. Olin Library,,,08/08/2022 14:48:19 ,08/08/2022 14:48:19 ,,,,,,,,,,Non-Fiction,,820.8 A358r,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,c.3,0,0,,23402538760001401,22402538840001401,9952166979101401
